PTVlab 2010 by W.Th. & E.J.S., ASCII chart output - 30-Jul-2012
FRAME: 1, filenames: A: EXP2186.jpg & B: EXP2187.jpg, conversion factor xy (px -> m/s): 1, conversion factor uv (px/im.pair -> m/s): 1
111,81,NaN,NaN,NaN
111,91,NaN,NaN,NaN
111,101,NaN,NaN,NaN
111,111,NaN,NaN,NaN
111,121,NaN,NaN,NaN
111,131,NaN,NaN,NaN
111,141,NaN,NaN,NaN
111,151,NaN,NaN,NaN
111,161,NaN,NaN,NaN
111,171,NaN,NaN,NaN
111,181,NaN,NaN,NaN
111,191,NaN,NaN,NaN
111,201,NaN,NaN,NaN
111,211,NaN,NaN,NaN
111,221,NaN,NaN,NaN
111,231,NaN,NaN,NaN
111,241,NaN,NaN,NaN
111,251,NaN,NaN,NaN
111,261,NaN,NaN,NaN
111,271,NaN,NaN,NaN
111,281,NaN,NaN,NaN
111,291,NaN,NaN,NaN
111,301,NaN,NaN,NaN
111,311,NaN,NaN,NaN
111,321,NaN,NaN,NaN
111,331,NaN,NaN,NaN
111,341,NaN,NaN,NaN
111,351,NaN,NaN,NaN
111,361,NaN,NaN,NaN
111,371,NaN,NaN,NaN
111,381,NaN,NaN,NaN
111,391,NaN,NaN,NaN
111,401,NaN,NaN,NaN
111,411,NaN,NaN,NaN
111,421,NaN,NaN,NaN
111,431,NaN,NaN,NaN
111,441,NaN,NaN,NaN
111,451,NaN,NaN,NaN
111,461,NaN,NaN,NaN
111,471,NaN,NaN,NaN
111,481,NaN,NaN,NaN
111,491,NaN,NaN,NaN
111,501,NaN,NaN,NaN
111,511,NaN,NaN,NaN
111,521,6.217357577,-15.26811301,NaN
111,531,6.283236645,-15.3054029,NaN
111,541,NaN,NaN,NaN
111,551,NaN,NaN,NaN
111,561,NaN,NaN,NaN
111,571,NaN,NaN,NaN
111,581,NaN,NaN,NaN
111,591,NaN,NaN,NaN
111,601,NaN,NaN,NaN
111,611,NaN,NaN,NaN
111,621,NaN,NaN,NaN
111,631,NaN,NaN,NaN
111,641,NaN,NaN,NaN
111,651,NaN,NaN,NaN
111,661,NaN,NaN,NaN
111,671,NaN,NaN,NaN
111,681,NaN,NaN,NaN
111,691,NaN,NaN,NaN
111,701,NaN,NaN,NaN
111,711,NaN,NaN,NaN
121,1,NaN,NaN,NaN
121,11,NaN,NaN,NaN
121,21,NaN,NaN,NaN
121,31,NaN,NaN,NaN
121,41,NaN,NaN,NaN
121,51,NaN,NaN,NaN
121,61,NaN,NaN,NaN
121,71,NaN,NaN,NaN
121,81,NaN,NaN,NaN
121,91,NaN,NaN,NaN
121,101,NaN,NaN,NaN
121,111,NaN,NaN,NaN
121,121,NaN,NaN,NaN
121,131,NaN,NaN,NaN
121,141,NaN,NaN,NaN
121,151,NaN,NaN,NaN
121,161,NaN,NaN,NaN
121,171,NaN,NaN,NaN
121,181,NaN,NaN,NaN
121,191,NaN,NaN,NaN
121,201,NaN,NaN,NaN
121,211,NaN,NaN,NaN
121,221,NaN,NaN,NaN
121,231,NaN,NaN,NaN
121,241,NaN,NaN,NaN
121,251,NaN,NaN,NaN
121,261,NaN,NaN,NaN
121,271,NaN,NaN,NaN
121,281,NaN,NaN,NaN
121,291,NaN,NaN,NaN
121,301,NaN,NaN,NaN
121,311,NaN,NaN,NaN
121,321,NaN,NaN,NaN
121,331,NaN,NaN,NaN
121,341,NaN,NaN,NaN
121,351,NaN,NaN,NaN
121,361,NaN,NaN,NaN
121,371,NaN,NaN,NaN
121,381,NaN,NaN,NaN
121,391,NaN,NaN,NaN
121,401,NaN,NaN,NaN
121,411,NaN,NaN,NaN
121,421,NaN,NaN,NaN
121,431,NaN,NaN,NaN
121,441,NaN,NaN,NaN
121,451,NaN,NaN,NaN
121,461,NaN,NaN,NaN
121,471,NaN,NaN,NaN
121,481,NaN,NaN,NaN
121,491,NaN,NaN,NaN
121,501,NaN,NaN,NaN
121,511,NaN,NaN,NaN
121,521,NaN,NaN,NaN
121,531,NaN,NaN,NaN
121,541,NaN,NaN,NaN
121,551,NaN,NaN,NaN
121,561,NaN,NaN,NaN
121,571,NaN,NaN,NaN
121,581,NaN,NaN,NaN
121,591,NaN,NaN,NaN
121,601,NaN,NaN,NaN
121,611,NaN,NaN,NaN
121,621,NaN,NaN,NaN
121,631,NaN,NaN,NaN
121,641,NaN,NaN,NaN
121,651,NaN,NaN,NaN
121,661,NaN,NaN,NaN
121,671,NaN,NaN,NaN
121,681,NaN,NaN,NaN
121,691,NaN,NaN,NaN
121,701,NaN,NaN,NaN
121,711,NaN,NaN,NaN
131,1,NaN,NaN,NaN
131,11,NaN,NaN,NaN
131,21,NaN,NaN,NaN
131,31,NaN,NaN,NaN
131,41,NaN,NaN,NaN
131,51,NaN,NaN,NaN
131,61,NaN,NaN,NaN
131,71,NaN,NaN,NaN
131,81,NaN,NaN,NaN
131,91,NaN,NaN,NaN
131,101,NaN,NaN,NaN
131,111,NaN,NaN,NaN
131,121,NaN,NaN,NaN
131,131,NaN,NaN,NaN
131,141,NaN,NaN,NaN
131,151,NaN,NaN,NaN
131,161,NaN,NaN,NaN
131,171,NaN,NaN,NaN
131,181,NaN,NaN,NaN
131,191,NaN,NaN,NaN
131,201,NaN,NaN,NaN
131,211,NaN,NaN,NaN
131,221,NaN,NaN,NaN
131,231,NaN,NaN,NaN
131,241,NaN,NaN,NaN
131,251,NaN,NaN,NaN
131,261,NaN,NaN,NaN
131,271,NaN,NaN,NaN
131,281,NaN,NaN,NaN
131,291,NaN,NaN,NaN
131,301,NaN,NaN,NaN
131,311,NaN,NaN,NaN
131,321,NaN,NaN,NaN
131,331,NaN,NaN,NaN
131,341,NaN,NaN,NaN
131,351,NaN,NaN,NaN
131,361,NaN,NaN,NaN
131,371,NaN,NaN,NaN
131,381,NaN,NaN,NaN
131,391,NaN,NaN,NaN
131,401,-4.425865702,-6.858696612,NaN
131,411,NaN,NaN,NaN
131,421,NaN,NaN,NaN
131,431,NaN,NaN,NaN
131,441,NaN,NaN,NaN
131,451,NaN,NaN,NaN
131,461,NaN,NaN,NaN
131,471,NaN,NaN,NaN
131,481,NaN,NaN,NaN
131,491,NaN,NaN,NaN
131,501,NaN,NaN,NaN
131,511,NaN,NaN,NaN
131,521,NaN,NaN,NaN
131,531,NaN,NaN,NaN
131,541,NaN,NaN,NaN
131,551,NaN,NaN,NaN
131,561,NaN,NaN,NaN
131,571,NaN,NaN,NaN
131,581,NaN,NaN,NaN
131,591,NaN,NaN,NaN
131,601,NaN,NaN,NaN
131,611,NaN,NaN,NaN
131,621,NaN,NaN,NaN
131,631,NaN,NaN,NaN
131,641,NaN,NaN,NaN
131,651,NaN,NaN,NaN
131,661,NaN,NaN,NaN
131,671,NaN,NaN,NaN
131,681,NaN,NaN,NaN
131,691,NaN,NaN,NaN
131,701,NaN,NaN,NaN
131,711,NaN,NaN,NaN
141,1,NaN,NaN,NaN
141,11,NaN,NaN,NaN
141,21,NaN,NaN,NaN
141,31,NaN,NaN,NaN
141,41,NaN,NaN,NaN
141,51,NaN,NaN,NaN
141,61,NaN,NaN,NaN
141,71,NaN,NaN,NaN
141,81,NaN,NaN,NaN
141,91,NaN,NaN,NaN
141,101,NaN,NaN,NaN
141,111,NaN,NaN,NaN
141,121,NaN,NaN,NaN
141,131,NaN,NaN,NaN
141,141,NaN,NaN,NaN
141,151,NaN,NaN,NaN
141,161,NaN,NaN,NaN
141,171,NaN,NaN,NaN
141,181,NaN,NaN,NaN
141,191,NaN,NaN,NaN
141,201,NaN,NaN,NaN
141,211,NaN,NaN,NaN
141,221,NaN,NaN,NaN
141,231,NaN,NaN,NaN
141,241,NaN,NaN,NaN
141,251,NaN,NaN,NaN
141,261,NaN,NaN,NaN
141,271,NaN,NaN,NaN
141,281,NaN,NaN,NaN
141,291,NaN,NaN,NaN
141,301,NaN,NaN,NaN
141,311,NaN,NaN,NaN
141,321,NaN,NaN,NaN
141,331,NaN,NaN,NaN
141,341,NaN,NaN,NaN
141,351,NaN,NaN,NaN
141,361,NaN,NaN,NaN
141,371,NaN,NaN,NaN
141,381,NaN,NaN,NaN
141,391,NaN,NaN,NaN
141,401,NaN,NaN,NaN
141,411,NaN,NaN,NaN
141,421,NaN,NaN,NaN
141,431,NaN,NaN,NaN
141,441,NaN,NaN,NaN
141,451,NaN,NaN,NaN
141,461,NaN,NaN,NaN
141,471,NaN,NaN,NaN
141,481,NaN,NaN,NaN
141,491,NaN,NaN,NaN
141,501,NaN,NaN,NaN
141,511,NaN,NaN,NaN
141,521,NaN,NaN,NaN
141,531,NaN,NaN,NaN
141,541,NaN,NaN,NaN
141,551,NaN,NaN,NaN
141,561,NaN,NaN,NaN
141,571,NaN,NaN,NaN
141,581,NaN,NaN,NaN
141,591,NaN,NaN,NaN
141,601,NaN,NaN,NaN
141,611,NaN,NaN,NaN
141,621,NaN,NaN,NaN
141,631,NaN,NaN,NaN
141,641,NaN,NaN,NaN
141,651,NaN,NaN,NaN
141,661,NaN,NaN,NaN
141,671,NaN,NaN,NaN
141,681,NaN,NaN,NaN
141,691,NaN,NaN,NaN
141,701,NaN,NaN,NaN
141,711,NaN,NaN,NaN
151,1,NaN,NaN,NaN
151,11,NaN,NaN,NaN
151,21,NaN,NaN,NaN
151,31,NaN,NaN,NaN
151,41,NaN,NaN,NaN
151,51,NaN,NaN,NaN
151,61,NaN,NaN,NaN
151,71,NaN,NaN,NaN
151,81,NaN,NaN,NaN
151,91,NaN,NaN,NaN
151,101,NaN,NaN,NaN
151,111,NaN,NaN,NaN
151,121,NaN,NaN,NaN
151,131,NaN,NaN,NaN
151,141,NaN,NaN,NaN
151,151,NaN,NaN,NaN
151,161,NaN,NaN,NaN
151,171,NaN,NaN,NaN
151,181,NaN,NaN,NaN
151,191,NaN,NaN,NaN
151,201,NaN,NaN,NaN
151,211,NaN,NaN,NaN
151,221,NaN,NaN,NaN
151,231,NaN,NaN,NaN
151,241,NaN,NaN,NaN
151,251,NaN,NaN,NaN
151,261,NaN,NaN,NaN
151,271,NaN,NaN,NaN
151,281,NaN,NaN,NaN
151,291,NaN,NaN,NaN
151,301,NaN,NaN,NaN
151,311,NaN,NaN,NaN
151,321,NaN,NaN,NaN
151,331,NaN,NaN,NaN
151,341,NaN,NaN,NaN
151,351,NaN,NaN,NaN
151,361,NaN,NaN,NaN
151,371,NaN,NaN,NaN
151,381,NaN,NaN,NaN
151,391,NaN,NaN,NaN
151,401,NaN,NaN,NaN
151,411,NaN,NaN,NaN
151,421,NaN,NaN,NaN
151,431,NaN,NaN,NaN
151,441,NaN,NaN,NaN
151,451,NaN,NaN,NaN
151,461,NaN,NaN,NaN
151,471,NaN,NaN,NaN
151,481,NaN,NaN,NaN
151,491,NaN,NaN,NaN
151,501,NaN,NaN,NaN
151,511,NaN,NaN,NaN
151,521,NaN,NaN,NaN
151,531,NaN,NaN,NaN
151,541,NaN,NaN,NaN
151,551,NaN,NaN,NaN
151,561,NaN,NaN,NaN
151,571,NaN,NaN,NaN
151,581,NaN,NaN,NaN
151,591,NaN,NaN,NaN
151,601,NaN,NaN,NaN
151,611,NaN,NaN,NaN
151,621,NaN,NaN,NaN
151,631,NaN,NaN,NaN
151,641,NaN,NaN,NaN
151,651,NaN,NaN,NaN
151,661,NaN,NaN,NaN
151,671,NaN,NaN,NaN
151,681,NaN,NaN,NaN
151,691,NaN,NaN,NaN
151,701,NaN,NaN,NaN
151,711,NaN,NaN,NaN
161,1,NaN,NaN,NaN
161,11,NaN,NaN,NaN
161,21,NaN,NaN,NaN
161,31,NaN,NaN,NaN
161,41,NaN,NaN,NaN
161,51,NaN,NaN,NaN
161,61,NaN,NaN,NaN
161,71,NaN,NaN,NaN
161,81,NaN,NaN,NaN
161,91,NaN,NaN,NaN
161,101,NaN,NaN,NaN
161,111,NaN,NaN,NaN
161,121,NaN,NaN,NaN
161,131,NaN,NaN,NaN
161,141,NaN,NaN,NaN
161,151,NaN,NaN,NaN
161,161,NaN,NaN,NaN
161,171,NaN,NaN,NaN
161,181,NaN,NaN,NaN
161,191,NaN,NaN,NaN
161,201,NaN,NaN,NaN
161,211,NaN,NaN,NaN
161,221,NaN,NaN,NaN
161,231,NaN,NaN,NaN
161,241,NaN,NaN,NaN
161,251,NaN,NaN,NaN
161,261,NaN,NaN,NaN
161,271,NaN,NaN,NaN
161,281,NaN,NaN,NaN
161,291,NaN,NaN,NaN
161,301,NaN,NaN,NaN
161,311,NaN,NaN,NaN
161,321,NaN,NaN,NaN
161,331,NaN,NaN,NaN
161,341,NaN,NaN,NaN
161,351,NaN,NaN,NaN
161,361,NaN,NaN,NaN
161,371,NaN,NaN,NaN
161,381,NaN,NaN,NaN
161,391,NaN,NaN,NaN
161,401,NaN,NaN,NaN
161,411,NaN,NaN,NaN
161,421,NaN,NaN,NaN
161,431,NaN,NaN,NaN
161,441,NaN,NaN,NaN
161,451,NaN,NaN,NaN
161,461,NaN,NaN,NaN
161,471,NaN,NaN,NaN
161,481,NaN,NaN,NaN
161,491,NaN,NaN,NaN
161,501,NaN,NaN,NaN
161,511,NaN,NaN,NaN
161,521,NaN,NaN,NaN
161,531,NaN,NaN,NaN
161,541,NaN,NaN,NaN
161,551,NaN,NaN,NaN
161,561,NaN,NaN,NaN
161,571,NaN,NaN,NaN
161,581,NaN,NaN,NaN
161,591,NaN,NaN,NaN
161,601,NaN,NaN,NaN
161,611,NaN,NaN,NaN
161,621,NaN,NaN,NaN
161,631,NaN,NaN,NaN
161,641,NaN,NaN,NaN
161,651,NaN,NaN,NaN
161,661,NaN,NaN,NaN
161,671,NaN,NaN,NaN
161,681,NaN,NaN,NaN
161,691,NaN,NaN,NaN
161,701,NaN,NaN,NaN
161,711,NaN,NaN,NaN
171,1,NaN,NaN,NaN
171,11,NaN,NaN,NaN
171,21,NaN,NaN,NaN
171,31,NaN,NaN,NaN
171,41,NaN,NaN,NaN
171,51,NaN,NaN,NaN
171,61,NaN,NaN,NaN
171,71,NaN,NaN,NaN
171,81,NaN,NaN,NaN
171,91,NaN,NaN,NaN
171,101,NaN,NaN,NaN
171,111,NaN,NaN,NaN
171,121,NaN,NaN,NaN
171,131,NaN,NaN,NaN
171,141,NaN,NaN,NaN
171,151,NaN,NaN,NaN
171,161,NaN,NaN,NaN
171,171,NaN,NaN,NaN
171,181,NaN,NaN,NaN
171,191,NaN,NaN,NaN
171,201,NaN,NaN,NaN
171,211,NaN,NaN,NaN
171,221,NaN,NaN,NaN
171,231,NaN,NaN,NaN
171,241,NaN,NaN,NaN
171,251,NaN,NaN,NaN
171,261,NaN,NaN,NaN
171,271,NaN,NaN,NaN
171,281,NaN,NaN,NaN
171,291,NaN,NaN,NaN
171,301,NaN,NaN,NaN
171,311,NaN,NaN,NaN
171,321,NaN,NaN,NaN
171,331,NaN,NaN,NaN
171,341,NaN,NaN,NaN
171,351,NaN,NaN,NaN
171,361,NaN,NaN,NaN
171,371,NaN,NaN,NaN
171,381,NaN,NaN,NaN
171,391,NaN,NaN,NaN
171,401,NaN,NaN,NaN
171,411,NaN,NaN,NaN
171,421,NaN,NaN,NaN
171,431,NaN,NaN,NaN
171,441,NaN,NaN,NaN
171,451,NaN,NaN,NaN
171,461,NaN,NaN,NaN
171,471,NaN,NaN,NaN
171,481,NaN,NaN,NaN
171,491,NaN,NaN,NaN
171,501,NaN,NaN,NaN
171,511,NaN,NaN,NaN
171,521,NaN,NaN,NaN
171,531,NaN,NaN,NaN
171,541,NaN,NaN,NaN
171,551,NaN,NaN,NaN
171,561,NaN,NaN,NaN
171,571,NaN,NaN,NaN
171,581,NaN,NaN,NaN
171,591,NaN,NaN,NaN
171,601,NaN,NaN,NaN
171,611,NaN,NaN,NaN
171,621,NaN,NaN,NaN
171,631,NaN,NaN,NaN
171,641,NaN,NaN,NaN
171,651,NaN,NaN,NaN
171,661,NaN,NaN,NaN
171,671,NaN,NaN,NaN
171,681,NaN,NaN,NaN
171,691,NaN,NaN,NaN
171,701,NaN,NaN,NaN
171,711,NaN,NaN,NaN
181,1,NaN,NaN,NaN
181,11,NaN,NaN,NaN
181,21,NaN,NaN,NaN
181,31,NaN,NaN,NaN
181,41,NaN,NaN,NaN
181,51,NaN,NaN,NaN
181,61,NaN,NaN,NaN
181,71,NaN,NaN,NaN
181,81,NaN,NaN,NaN
181,91,NaN,NaN,NaN
181,101,NaN,NaN,NaN
181,111,NaN,NaN,NaN
181,121,NaN,NaN,NaN
181,131,NaN,NaN,NaN
181,141,NaN,NaN,NaN
181,151,NaN,NaN,NaN
181,161,NaN,NaN,NaN
181,171,NaN,NaN,NaN
181,181,NaN,NaN,NaN
181,191,NaN,NaN,NaN
181,201,NaN,NaN,NaN
181,211,NaN,NaN,NaN
181,221,NaN,NaN,NaN
181,231,NaN,NaN,NaN
181,241,NaN,NaN,NaN
181,251,NaN,NaN,NaN
181,261,NaN,NaN,NaN
181,271,NaN,NaN,NaN
181,281,NaN,NaN,NaN
181,291,NaN,NaN,NaN
181,301,NaN,NaN,NaN
181,311,NaN,NaN,NaN
181,321,NaN,NaN,NaN
181,331,NaN,NaN,NaN
181,341,NaN,NaN,NaN
181,351,NaN,NaN,NaN
181,361,NaN,NaN,NaN
181,371,NaN,NaN,NaN
181,381,NaN,NaN,NaN
181,391,NaN,NaN,NaN
181,401,NaN,NaN,NaN
181,411,NaN,NaN,NaN
181,421,NaN,NaN,NaN
181,431,NaN,NaN,NaN
181,441,NaN,NaN,NaN
181,451,NaN,NaN,NaN
181,461,NaN,NaN,NaN
181,471,NaN,NaN,NaN
181,481,NaN,NaN,NaN
181,491,NaN,NaN,NaN
181,501,NaN,NaN,NaN
181,511,NaN,NaN,NaN
181,521,NaN,NaN,NaN
181,531,NaN,NaN,NaN
181,541,NaN,NaN,NaN
181,551,NaN,NaN,NaN
181,561,NaN,NaN,NaN
181,571,NaN,NaN,NaN
181,581,NaN,NaN,NaN
181,591,NaN,NaN,NaN
181,601,NaN,NaN,NaN
181,611,NaN,NaN,NaN
181,621,NaN,NaN,NaN
181,631,NaN,NaN,NaN
181,641,NaN,NaN,NaN
181,651,NaN,NaN,NaN
181,661,NaN,NaN,NaN
181,671,NaN,NaN,NaN
181,681,NaN,NaN,NaN
181,691,NaN,NaN,NaN
181,701,NaN,NaN,NaN
181,711,NaN,NaN,NaN
191,1,NaN,NaN,NaN
191,11,NaN,NaN,NaN
191,21,NaN,NaN,NaN
191,31,NaN,NaN,NaN
191,41,NaN,NaN,NaN
191,51,NaN,NaN,NaN
191,61,NaN,NaN,NaN
191,71,NaN,NaN,NaN
191,81,NaN,NaN,NaN
191,91,NaN,NaN,NaN
191,101,NaN,NaN,NaN
191,111,NaN,NaN,NaN
191,121,NaN,NaN,NaN
191,131,NaN,NaN,NaN
191,141,NaN,NaN,NaN
191,151,NaN,NaN,NaN
191,161,NaN,NaN,NaN
191,171,NaN,NaN,NaN
191,181,NaN,NaN,NaN
191,191,NaN,NaN,NaN
191,201,NaN,NaN,NaN
191,211,NaN,NaN,NaN
191,221,NaN,NaN,NaN
191,231,NaN,NaN,NaN
191,241,NaN,NaN,NaN
191,251,NaN,NaN,NaN
191,261,NaN,NaN,NaN
191,271,NaN,NaN,NaN
191,281,NaN,NaN,NaN
191,291,NaN,NaN,NaN
191,301,NaN,NaN,NaN
191,311,NaN,NaN,NaN
191,321,NaN,NaN,NaN
191,331,NaN,NaN,NaN
191,341,NaN,NaN,NaN
191,351,NaN,NaN,NaN
191,361,NaN,NaN,NaN
191,371,NaN,NaN,NaN
191,381,NaN,NaN,NaN
191,391,NaN,NaN,NaN
191,401,NaN,NaN,NaN
191,411,NaN,NaN,NaN
191,421,NaN,NaN,NaN
191,431,NaN,NaN,NaN
191,441,NaN,NaN,NaN
191,451,NaN,NaN,NaN
191,461,NaN,NaN,NaN
191,471,NaN,NaN,NaN
191,481,NaN,NaN,NaN
191,491,NaN,NaN,NaN
191,501,NaN,NaN,NaN
191,511,NaN,NaN,NaN
191,521,NaN,NaN,NaN
191,531,NaN,NaN,NaN
191,541,NaN,NaN,NaN
191,551,NaN,NaN,NaN
191,561,NaN,NaN,NaN
191,571,NaN,NaN,NaN
191,581,NaN,NaN,NaN
191,591,NaN,NaN,NaN
191,601,NaN,NaN,NaN
191,611,NaN,NaN,NaN
191,621,NaN,NaN,NaN
191,631,NaN,NaN,NaN
191,641,NaN,NaN,NaN
191,651,NaN,NaN,NaN
191,661,NaN,NaN,NaN
191,671,NaN,NaN,NaN
191,681,NaN,NaN,NaN
191,691,NaN,NaN,NaN
191,701,NaN,NaN,NaN
191,711,NaN,NaN,NaN
201,1,NaN,NaN,NaN
201,11,NaN,NaN,NaN
201,21,NaN,NaN,NaN
201,31,NaN,NaN,NaN
201,41,NaN,NaN,NaN
201,51,NaN,NaN,NaN
201,61,NaN,NaN,NaN
201,71,NaN,NaN,NaN
201,81,NaN,NaN,NaN
201,91,NaN,NaN,NaN
201,101,NaN,NaN,NaN
201,111,NaN,NaN,NaN
201,121,NaN,NaN,NaN
201,131,NaN,NaN,NaN
201,141,NaN,NaN,NaN
201,151,NaN,NaN,NaN
201,161,NaN,NaN,NaN
201,171,NaN,NaN,NaN
201,181,NaN,NaN,NaN
201,191,NaN,NaN,NaN
201,201,NaN,NaN,NaN
201,211,NaN,NaN,NaN
201,221,NaN,NaN,NaN
201,231,NaN,NaN,NaN
201,241,NaN,NaN,NaN
201,251,NaN,NaN,NaN
201,261,NaN,NaN,NaN
201,271,NaN,NaN,NaN
201,281,NaN,NaN,NaN
201,291,NaN,NaN,NaN
201,301,NaN,NaN,NaN
201,311,NaN,NaN,NaN
201,321,NaN,NaN,NaN
201,331,NaN,NaN,NaN
201,341,NaN,NaN,NaN
201,351,NaN,NaN,NaN
201,361,NaN,NaN,NaN
201,371,NaN,NaN,NaN
201,381,NaN,NaN,NaN
201,391,NaN,NaN,NaN
201,401,NaN,NaN,NaN
201,411,NaN,NaN,NaN
201,421,NaN,NaN,NaN
201,431,NaN,NaN,NaN
201,441,NaN,NaN,NaN
201,451,NaN,NaN,NaN
201,461,NaN,NaN,NaN
201,471,NaN,NaN,NaN
201,481,NaN,NaN,NaN
201,491,NaN,NaN,NaN
201,501,NaN,NaN,NaN
201,511,NaN,NaN,NaN
201,521,NaN,NaN,NaN
201,531,NaN,NaN,NaN
201,541,NaN,NaN,NaN
201,551,NaN,NaN,NaN
201,561,NaN,NaN,NaN
201,571,NaN,NaN,NaN
201,581,NaN,NaN,NaN
201,591,NaN,NaN,NaN
201,601,NaN,NaN,NaN
201,611,NaN,NaN,NaN
201,621,NaN,NaN,NaN
201,631,NaN,NaN,NaN
201,641,NaN,NaN,NaN
201,651,NaN,NaN,NaN
201,661,NaN,NaN,NaN
201,671,NaN,NaN,NaN
201,681,NaN,NaN,NaN
201,691,NaN,NaN,NaN
201,701,NaN,NaN,NaN
201,711,NaN,NaN,NaN
211,1,NaN,NaN,NaN
211,11,NaN,NaN,NaN
211,21,NaN,NaN,NaN
211,31,NaN,NaN,NaN
211,41,NaN,NaN,NaN
211,51,NaN,NaN,NaN
211,61,NaN,NaN,NaN
211,71,NaN,NaN,NaN
211,81,NaN,NaN,NaN
211,91,NaN,NaN,NaN
211,101,NaN,NaN,NaN
211,111,NaN,NaN,NaN
211,121,NaN,NaN,NaN
211,131,NaN,NaN,NaN
211,141,NaN,NaN,NaN
211,151,NaN,NaN,NaN
211,161,NaN,NaN,NaN
211,171,NaN,NaN,NaN
211,181,NaN,NaN,NaN
211,191,NaN,NaN,NaN
211,201,NaN,NaN,NaN
211,211,NaN,NaN,NaN
211,221,NaN,NaN,NaN
211,231,NaN,NaN,NaN
211,241,NaN,NaN,NaN
211,251,NaN,NaN,NaN
211,261,NaN,NaN,NaN
211,271,NaN,NaN,NaN
211,281,NaN,NaN,NaN
211,291,NaN,NaN,NaN
211,301,NaN,NaN,NaN
211,311,NaN,NaN,NaN
211,321,NaN,NaN,NaN
211,331,NaN,NaN,NaN
211,341,NaN,NaN,NaN
211,351,NaN,NaN,NaN
211,361,NaN,NaN,NaN
211,371,NaN,NaN,NaN
211,381,NaN,NaN,NaN
211,391,NaN,NaN,NaN
211,401,NaN,NaN,NaN
211,411,NaN,NaN,NaN
211,421,NaN,NaN,NaN
211,431,NaN,NaN,NaN
211,441,NaN,NaN,NaN
211,451,NaN,NaN,NaN
211,461,NaN,NaN,NaN
211,471,NaN,NaN,NaN
211,481,NaN,NaN,NaN
211,491,NaN,NaN,NaN
211,501,NaN,NaN,NaN
211,511,NaN,NaN,NaN
211,521,NaN,NaN,NaN
211,531,NaN,NaN,NaN
211,541,NaN,NaN,NaN
211,551,NaN,NaN,NaN
211,561,NaN,NaN,NaN
211,571,NaN,NaN,NaN
211,581,NaN,NaN,NaN
211,591,NaN,NaN,NaN
211,601,NaN,NaN,NaN
211,611,NaN,NaN,NaN
211,621,NaN,NaN,NaN
211,631,NaN,NaN,NaN
211,641,NaN,NaN,NaN
211,651,NaN,NaN,NaN
211,661,NaN,NaN,NaN
211,671,NaN,NaN,NaN
211,681,NaN,NaN,NaN
211,691,NaN,NaN,NaN
211,701,NaN,NaN,NaN
211,711,NaN,NaN,NaN
221,1,NaN,NaN,NaN
221,11,NaN,NaN,NaN
221,21,NaN,NaN,NaN
221,31,NaN,NaN,NaN
221,41,NaN,NaN,NaN
221,51,NaN,NaN,NaN
221,61,NaN,NaN,NaN
221,71,NaN,NaN,NaN
221,81,NaN,NaN,NaN
221,91,NaN,NaN,NaN
221,101,NaN,NaN,NaN
221,111,NaN,NaN,NaN
221,121,NaN,NaN,NaN
221,131,NaN,NaN,NaN
221,141,NaN,NaN,NaN
221,151,NaN,NaN,NaN
221,161,NaN,NaN,NaN
221,171,NaN,NaN,NaN
221,181,NaN,NaN,NaN
221,191,NaN,NaN,NaN
221,201,NaN,NaN,NaN
221,211,NaN,NaN,NaN
221,221,NaN,NaN,NaN
221,231,NaN,NaN,NaN
221,241,NaN,NaN,NaN
221,251,NaN,NaN,NaN
221,261,NaN,NaN,NaN
221,271,NaN,NaN,NaN
221,281,NaN,NaN,NaN
221,291,NaN,NaN,NaN
221,301,NaN,NaN,NaN
221,311,NaN,NaN,NaN
221,321,NaN,NaN,NaN
221,331,NaN,NaN,NaN
221,341,NaN,NaN,NaN
221,351,NaN,NaN,NaN
221,361,NaN,NaN,NaN
221,371,NaN,NaN,NaN
221,381,NaN,NaN,NaN
221,391,NaN,NaN,NaN
221,401,NaN,NaN,NaN
221,411,NaN,NaN,NaN
221,421,NaN,NaN,NaN
221,431,NaN,NaN,NaN
221,441,NaN,NaN,NaN
221,451,NaN,NaN,NaN
221,461,NaN,NaN,NaN
221,471,NaN,NaN,NaN
221,481,NaN,NaN,NaN
221,491,NaN,NaN,NaN
221,501,NaN,NaN,NaN
221,511,NaN,NaN,NaN
221,521,NaN,NaN,NaN
221,531,NaN,NaN,NaN
221,541,NaN,NaN,NaN
221,551,NaN,NaN,NaN
221,561,NaN,NaN,NaN
221,571,NaN,NaN,NaN
221,581,NaN,NaN,NaN
221,591,NaN,NaN,NaN
221,601,NaN,NaN,NaN
221,611,NaN,NaN,NaN
221,621,NaN,NaN,NaN
221,631,NaN,NaN,NaN
221,641,NaN,NaN,NaN
221,651,NaN,NaN,NaN
221,661,NaN,NaN,NaN
221,671,NaN,NaN,NaN
221,681,NaN,NaN,NaN
221,691,NaN,NaN,NaN
221,701,NaN,NaN,NaN
221,711,NaN,NaN,NaN
231,1,NaN,NaN,NaN
231,11,NaN,NaN,NaN
231,21,NaN,NaN,NaN
231,31,NaN,NaN,NaN
231,41,NaN,NaN,NaN
231,51,NaN,NaN,NaN
231,61,NaN,NaN,NaN
231,71,NaN,NaN,NaN
231,81,NaN,NaN,NaN
231,91,NaN,NaN,NaN
